Dim1,Dim1Type,TimeDimensionValue,Value,SpatialDimType,SpatialDim
FMLE,SEX,2013,8 [6-12],COUNTRY,BRN
FMLE,SEX,2013,801 [655-957],COUNTRY,FRA
FMLE,SEX,2013,802 [712-876],COUNTRY,ITA
FMLE,SEX,2013,82 [66-102],COUNTRY,MDA
FMLE,SEX,2013,82 [68-98],COUNTRY,NZL
FMLE,SEX,2013,82097 [71122-93431],REGION,WPR
FMLE,SEX,2013,835 [686-985],COUNTRY,BEN
FMLE,SEX,2013,842 [696-987],COUNTRY,ZMB
FMLE,SEX,2013,85 [65-109],COUNTRY,CHE
FMLE,SEX,2013,8529 [7946-9101],COUNTRY,BRA
FMLE,SEX,2013,8763 [6996-10530],COUNTRY,COD
FMLE,SEX,2013,88 [82-95],COUNTRY,ALB
FMLE,SEX,2013,9 [8-10],COUNTRY,VUT
FMLE,SEX,2013,91 [70-116],COUNTRY,KWT
FMLE,SEX,2013,91 [72-114],COUNTRY,PAN
FMLE,SEX,2013,922 [845-996],COUNTRY,POL
FMLE,SEX,2013,932 [795-1069],COUNTRY,AFG
FMLE,SEX,2013,94 [70-123],COUNTRY,JAM
FMLE,SEX,2013,947 [786-1114],COUNTRY,DEU
FMLE,SEX,2013,97 [77-120],COUNTRY,HRV
FMLE,SEX,2013,986 [832-1140],COUNTRY,SEN
FMLE,SEX,2013,994 [808-1301],COUNTRY,RWA
FMLE,SEX,2014,0 [0-1],COUNTRY,FSM
FMLE,SEX,2014,1 [0-1],COUNTRY,ATG
FMLE,SEX,2014,1 [1-1],COUNTRY,KIR
FMLE,SEX,2014,1 [1-2],COUNTRY,GRD
FMLE,SEX,2014,1 [1-2],COUNTRY,TON
FMLE,SEX,2014,1 [1-2],COUNTRY,VCT
FMLE,SEX,2014,10 [9-11],COUNTRY,VUT
FMLE,SEX,2014,101 [74-133],COUNTRY,JAM
FMLE,SEX,2014,1039 [835-1243],COUNTRY,BDI
FMLE,SEX,2014,104 [76-138],COUNTRY,SVK
FMLE,SEX,2014,10597 [9973-11119],COUNTRY,USA
FMLE,SEX,2014,106 [83-134],COUNTRY,PAN
FMLE,SEX,2014,1063 [823-1303],COUNTRY,SOM
FMLE,SEX,2014,107 [85-132],COUNTRY,CRI
FMLE,SEX,2014,107 [90-124],COUNTRY,GAB
FMLE,SEX,2014,109 [85-135],COUNTRY,URY
FMLE,SEX,2014,1094 [964-1224],COUNTRY,MAR
FMLE,SEX,2014,1101 [874-1327],COUNTRY,SSD
FMLE,SEX,2014,112 [101-123],COUNTRY,BIH
FMLE,SEX,2014,1122 [1026-1217],COUNTRY,PER
FMLE,SEX,2014,1128 [893-1364],COUNTRY,TCD
FMLE,SEX,2014,115 [94-140],COUNTRY,NZL
FMLE,SEX,2014,1155 [958-1352],COUNTRY,ZWE
FMLE,SEX,2014,115602 [96092-136359],WORLDBANKINCOMEGROUP,WB_LMI
FMLE,SEX,2014,1185 [983-1387],COUNTRY,GIN
FMLE,SEX,2014,119 [111-127],COUNTRY,ARM
FMLE,SEX,2014,11912 [9598-14226],COUNTRY,NGA
FMLE,SEX,2014,12 [9-14],COUNTRY,STP
FMLE,SEX,2014,12 [9-17],COUNTRY,CYP
FMLE,SEX,2014,120 [97-147],COUNTRY,AUT
FMLE,SEX,2014,1208 [1011-1425],COUNTRY,ARG
FMLE,SEX,2014,121426 [105097-138792],WORLDBANKINCOMEGROUP,WB_UMI
FMLE,SEX,2014,1237 [1011-1463],COUNTRY,MWI
FMLE,SEX,2014,1238 [1022-1454],COUNTRY,SYR
FMLE,SEX,2014,12418 [10476-14359],COUNTRY,PAK
FMLE,SEX,2014,1248 [1092-1403],COUNTRY,MYS
FMLE,SEX,2014,129 [117-142],COUNTRY,NIC
FMLE,SEX,2014,133 [102-168],COUNTRY,GEO
FMLE,SEX,2014,133 [116-151],COUNTRY,OMN
FMLE,SEX,2014,1358 [1096-1621],COUNTRY,CMR
FMLE,SEX,2014,138 [117-159],COUNTRY,LSO
FMLE,SEX,2014,14 [10-20],COUNTRY,BHR
FMLE,SEX,2014,1419 [1261-1577],COUNTRY,SAU
FMLE,SEX,2014,1456 [1249-1696],COUNTRY,UKR
FMLE,SEX,2014,148 [118-178],COUNTRY,GMB
FMLE,SEX,2014,1489 [1216-1762],COUNTRY,MLI
FMLE,SEX,2014,15 [11-19],COUNTRY,BLZ
FMLE,SEX,2014,1504 [1299-1709],COUNTRY,GHA
FMLE,SEX,2014,151 [116-191],COUNTRY,SRB
FMLE,SEX,2014,1516 [1286-1746],COUNTRY,NPL
FMLE,SEX,2014,1527 [1317-1737],COUNTRY,PRK
FMLE,SEX,2014,1533 [1250-1860],COUNTRY,KOR
FMLE,SEX,2014,1540 [1281-1799],COUNTRY,CIV
FMLE,SEX,2014,1583 [1317-1879],COUNTRY,COL
FMLE,SEX,2014,1604 [1265-1957],COUNTRY,VEN
FMLE,SEX,2014,161 [125-205],COUNTRY,BGR
FMLE,SEX,2014,164 [132-201],COUNTRY,NLD
FMLE,SEX,2014,165 [140-191],COUNTRY,NAM
FMLE,SEX,2014,170 [161-180],COUNTRY,MNG
FMLE,SEX,2014,175 [152-197],COUNTRY,BWA
FMLE,SEX,2014,177 [142-216],COUNTRY,CZE
FMLE,SEX,2014,177 [145-214],COUNTRY,BEL
FMLE,SEX,2014,1779 [1404-2154],COUNTRY,NER
FMLE,SEX,2014,1795 [1481-1990],COUNTRY,JPN
FMLE,SEX,2014,1798 [1434-2161],COUNTRY,BFA
FMLE,SEX,2014,18 [11-27],COUNTRY,FJI
FMLE,SEX,2014,18 [12-26],COUNTRY,MNE
FMLE,SEX,2014,181 [168-193],COUNTRY,TKM
FMLE,SEX,2014,186 [127-271],COUNTRY,LBN
FMLE,SEX,2014,1867 [1591-2142],COUNTRY,IRQ
FMLE,SEX,2014,188 [154-223],COUNTRY,GNB
FMLE,SEX,2014,188 [156-223],COUNTRY,GRC
FMLE,SEX,2014,1897 [1688-2101],COUNTRY,TUR
FMLE,SEX,2014,19 [13-26],COUNTRY,SUR
FMLE,SEX,2014,192 [151-235],COUNTRY,CUB
FMLE,SEX,2014,197 [158-241],COUNTRY,PRT
FMLE,SEX,2014,2 [1-2],COUNTRY,ISL
FMLE,SEX,2014,2 [1-3],COUNTRY,MDV
FMLE,SEX,2014,2 [2-3],COUNTRY,SYC
FMLE,SEX,2014,2037 [1685-2390],COUNTRY,YEM
FMLE,SEX,2014,2103 [1714-2492],COUNTRY,MOZ
FMLE,SEX,2014,213 [174-259],COUNTRY,HUN
FMLE,SEX,2014,21789 [19064-24526],REGION,EUR
FMLE,SEX,2014,227 [193-260],COUNTRY,ARE
FMLE,SEX,2014,2283 [1894-2672],COUNTRY,MDG
FMLE,SEX,2014,2290 [1936-2695],COUNTRY,PHL
FMLE,SEX,2014,23 [20-26],COUNTRY,BTN
FMLE,SEX,2014,234 [170-326],COUNTRY,PRY
FMLE,SEX,2014,2376 [1884-2869],COUNTRY,AGO
FMLE,SEX,2014,24 [22-27],COUNTRY,SLB
FMLE,SEX,2014,242 [200-289],COUNTRY,KGZ
FMLE,SEX,2014,246 [159-367],COUNTRY,AZE
FMLE,SEX,2014,24716 [21784-27601],WORLDBANKINCOMEGROUP,WB_HI
FMLE,SEX,2014,25 [17-35],COUNTRY,QAT
FMLE,SEX,2014,2570 [2164-2976],COUNTRY,MMR
FMLE,SEX,2014,2638 [2071-3204],COUNTRY,UGA
FMLE,SEX,2014,2646 [2357-2934],COUNTRY,DZA
FMLE,SEX,2014,268 [199-353],COUNTRY,SLV
FMLE,SEX,2014,28 [19-40],COUNTRY,GUY
FMLE,SEX,2014,28 [22-36],COUNTRY,EST
FMLE,SEX,2014,28 [24-31],COUNTRY,CPV
FMLE,SEX,2014,284 [225-352],COUNTRY,BLR
FMLE,SEX,2014,286 [248-323],COUNTRY,PNG
FMLE,SEX,2014,29 [21-39],COUNTRY,MKD
FMLE,SEX,2014,2969 [2516-3421],COUNTRY,SDN
FMLE,SEX,2014,2994 [1788-4551],COUNTRY,EGY
FMLE,SEX,2014,3 [2-4],COUNTRY,MLT
FMLE,SEX,2014,300 [274-325],COUNTRY,TJK
FMLE,SEX,2014,3026 [1775-4534],COUNTRY,ZAF
FMLE,SEX,2014,303 [256-350],COUNTRY,LAO
FMLE,SEX,2014,309 [252-365],COUNTRY,ERI
FMLE,SEX,2014,31 [23-40],COUNTRY,MUS
FMLE,SEX,2014,3103 [2646-3560],COUNTRY,KEN
FMLE,SEX,2014,310554 [262371-360977],REGION,GLOBAL
FMLE,SEX,2014,32 [24-41],COUNTRY,SGP
FMLE,SEX,2014,32 [24-42],COUNTRY,SVN
FMLE,SEX,2014,3304 [3048-3567],COUNTRY,MEX
FMLE,SEX,2014,33992 [30488-37622],REGION,AMR
FMLE,SEX,2014,34708 [28700-41399],REGION,EMR
FMLE,SEX,2014,350 [266-449],COUNTRY,GTM
FMLE,SEX,2014,36 [32-40],COUNTRY,NOR
FMLE,SEX,2014,360 [295-429],COUNTRY,AUS
FMLE,SEX,2014,3705 [3071-4339],COUNTRY,BGD
FMLE,SEX,2014,398 [179-884],COUNTRY,LBY
FMLE,SEX,2014,40 [28-57],COUNTRY,TTO
FMLE,SEX,2014,408 [341-475],COUNTRY,MRT
FMLE,SEX,2014,4178 [3828-4558],COUNTRY,IRN
FMLE,SEX,2014,43226 [36295-50927],COUNTRY,IND
FMLE,SEX,2014,44 [34-55],COUNTRY,DNK
FMLE,SEX,2014,443 [395-490],COUNTRY,LKA
FMLE,SEX,2014,454 [380-535],COUNTRY,CHL
FMLE,SEX,2014,46 [40-52],COUNTRY,TLS
FMLE,SEX,2014,463 [377-558],COUNTRY,ESP
FMLE,SEX,2014,4739 [4014-5464],COUNTRY,VNM
FMLE,SEX,2014,4744 [3856-5632],COUNTRY,TZA
FMLE,SEX,2014,4748 [4264-5232],COUNTRY,THA
FMLE,SEX,2014,48 [38-59],COUNTRY,ISR
FMLE,SEX,2014,48811 [39398-58225],WORLDBANKINCOMEGROUP,WB_LI
FMLE,SEX,2014,490 [382-599],COUNTRY,CAF
FMLE,SEX,2014,496 [401-592],COUNTRY,COG
FMLE,SEX,2014,498 [391-604],COUNTRY,LBR
FMLE,SEX,2014,5 [3-6],COUNTRY,LCA
FMLE,SEX,2014,500 [346-696],COUNTRY,DOM
FMLE,SEX,2014,504 [418-597],COUNTRY,ROU
FMLE,SEX,2014,508 [464-552],COUNTRY,HND
FMLE,SEX,2014,523 [481-562],COUNTRY,GBR
FMLE,SEX,2014,55 [47-63],COUNTRY,DJI
FMLE,SEX,2014,558 [455-661],COUNTRY,HTI
FMLE,SEX,2014,591 [489-702],COUNTRY,CAN
FMLE,SEX,2014,6 [5-9],COUNTRY,BRB
FMLE,SEX,2014,60 [46-77],COUNTRY,LVA
FMLE,SEX,2014,626 [522-729],COUNTRY,JOR
FMLE,SEX,2014,63 [48-82],COUNTRY,IRL
FMLE,SEX,2014,642 [583-703],COUNTRY,BOL
FMLE,SEX,2014,65 [54-76],COUNTRY,COM
FMLE,SEX,2014,65081 [55115-75816],REGION,SEAR
FMLE,SEX,2014,65345 [56554-74534],COUNTRY,CHN
FMLE,SEX,2014,66 [50-84],COUNTRY,CHE
FMLE,SEX,2014,671 [551-812],COUNTRY,UZB
FMLE,SEX,2014,673 [568-778],COUNTRY,KHM
FMLE,SEX,2014,68 [53-86],COUNTRY,FIN
FMLE,SEX,2014,683 [555-812],COUNTRY,TGO
FMLE,SEX,2014,7 [5-9],COUNTRY,BHS
FMLE,SEX,2014,7 [6-8],COUNTRY,WSM
FMLE,SEX,2014,71 [56-89],COUNTRY,HRV
FMLE,SEX,2014,72 [59-85],COUNTRY,SWZ
FMLE,SEX,2014,723 [584-863],COUNTRY,SLE
FMLE,SEX,2014,7274 [6262-8286],COUNTRY,IDN
FMLE,SEX,2014,740 [660-819],COUNTRY,TUN
FMLE,SEX,2014,7458 [5866-9051],COUNTRY,ETH
FMLE,SEX,2014,76027 [60974-91339],REGION,AFR
FMLE,SEX,2014,7693 [7163-8013],COUNTRY,RUS
FMLE,SEX,2014,77 [56-97],COUNTRY,GNQ
FMLE,SEX,2014,78958 [68030-90276],REGION,WPR
FMLE,SEX,2014,8 [6-11],COUNTRY,LUX
FMLE,SEX,2014,814 [722-893],COUNTRY,ITA
FMLE,SEX,2014,821 [645-1020],COUNTRY,ECU
FMLE,SEX,2014,84 [65-108],COUNTRY,KWT
FMLE,SEX,2014,856 [705-1006],COUNTRY,BEN
FMLE,SEX,2014,858 [711-1006],COUNTRY,ZMB
FMLE,SEX,2014,860 [695-1036],COUNTRY,FRA
FMLE,SEX,2014,87 [80-94],COUNTRY,ALB
FMLE,SEX,2014,8780 [8169-9378],COUNTRY,BRA
FMLE,SEX,2014,886 [731-1049],COUNTRY,DEU
FMLE,SEX,2014,89 [69-112],COUNTRY,LTU
FMLE,SEX,2014,895 [750-1060],COUNTRY,KAZ
FMLE,SEX,2014,8954 [7146-10762],COUNTRY,COD
FMLE,SEX,2014,9 [6-13],COUNTRY,BRN
FMLE,SEX,2014,90 [70-113],COUNTRY,MDA
FMLE,SEX,2014,91 [73-111],COUNTRY,SWE
FMLE,SEX,2014,914 [834-991],COUNTRY,POL
FMLE,SEX,2014,943 [808-1079],COUNTRY,AFG
FMLE,SEX,2014,945 [720-1169],COUNTRY,RWA
FMLE,SEX,2014,997 [842-1153],COUNTRY,SEN
FMLE,SEX,2015,0 [0-0],COUNTRY,ATG
FMLE,SEX,2015,0 [0-1],COUNTRY,FSM
FMLE,SEX,2015,1 [0-1],COUNTRY,GRD
FMLE,SEX,2015,1 [0-1],COUNTRY,KIR
FMLE,SEX,2015,1 [1-2],COUNTRY,VCT
FMLE,SEX,2015,10 [7-14],COUNTRY,BRB
FMLE,SEX,2015,1028 [869-1188],COUNTRY,SEN
FMLE,SEX,2015,106 [85-128],COUNTRY,NZL
FMLE,SEX,2015,107 [82-136],COUNTRY,PAN
FMLE,SEX,2015,108 [86-133],COUNTRY,CRI
FMLE,SEX,2015,1085 [842-1327],COUNTRY,SOM
FMLE,SEX,2015,1085 [871-1298],COUNTRY,BDI
FMLE,SEX,2015,1093 [964-1221],COUNTRY,MAR
FMLE,SEX,2015,11 [10-12],COUNTRY,VUT
FMLE,SEX,2015,111 [96-125],COUNTRY,OMN
FMLE,SEX,2015,11295 [10570-11881],COUNTRY,USA
FMLE,SEX,2015,113 [94-132],COUNTRY,GAB
FMLE,SEX,2015,114 [107-122],COUNTRY,ARM
FMLE,SEX,2015,116 [105-127],COUNTRY,BIH
FMLE,SEX,2015,1169 [1066-1271],COUNTRY,PER
FMLE,SEX,2015,1170 [943-1397],COUNTRY,SSD
FMLE,SEX,2015,117736 [100999-136724],WORLDBANKINCOMEGROUP,WB_UMI
FMLE,SEX,2015,118 [85-157],COUNTRY,JAM
FMLE,SEX,2015,118558 [98424-140470],WORLDBANKINCOMEGROUP,WB_LMI
FMLE,SEX,2015,119 [93-148],COUNTRY,URY
FMLE,SEX,2015,1190 [983-1398],COUNTRY,ZWE
FMLE,SEX,2015,11939 [9632-14247],COUNTRY,NGA
FMLE,SEX,2015,12 [9-15],COUNTRY,STP
FMLE,SEX,2015,1220 [1003-1438],COUNTRY,SYR
FMLE,SEX,2015,1223 [1016-1430],COUNTRY,GIN
FMLE,SEX,2015,1226 [964-1488],COUNTRY,TCD
FMLE,SEX,2015,1249 [1096-1403],COUNTRY,MYS
FMLE,SEX,2015,1259 [1045-1501],COUNTRY,ARG
FMLE,SEX,2015,12670 [10682-14658],COUNTRY,PAK
FMLE,SEX,2015,1276 [1044-1508],COUNTRY,MWI
FMLE,SEX,2015,13 [9-19],COUNTRY,SUR
FMLE,SEX,2015,132 [105-163],COUNTRY,AUT
FMLE,SEX,2015,134 [121-147],COUNTRY,NIC
FMLE,SEX,2015,138 [130-146],COUNTRY,MNG
FMLE,SEX,2015,1389 [1118-1661],COUNTRY,CMR
FMLE,SEX,2015,14 [10-21],COUNTRY,BHR
FMLE,SEX,2015,14 [10-21],COUNTRY,MNE
FMLE,SEX,2015,140 [106-180],COUNTRY,SRB
FMLE,SEX,2015,1403 [1178-1643],COUNTRY,UKR
FMLE,SEX,2015,142 [121-162],COUNTRY,LSO
FMLE,SEX,2015,144 [110-184],COUNTRY,GEO
FMLE,SEX,2015,15 [11-20],COUNTRY,BLZ
FMLE,SEX,2015,1501 [1228-1775],COUNTRY,MLI
FMLE,SEX,2015,1516 [1347-1685],COUNTRY,SAU
FMLE,SEX,2015,1534 [1322-1746],COUNTRY,PRK
FMLE,SEX,2015,1534 [1324-1743],COUNTRY,GHA
FMLE,SEX,2015,155 [124-186],COUNTRY,GMB
FMLE,SEX,2015,1555 [1251-1913],COUNTRY,KOR
FMLE,SEX,2015,157 [126-192],COUNTRY,NLD
FMLE,SEX,2015,1594 [1354-1833],COUNTRY,NPL
FMLE,SEX,2015,1612 [1340-1884],COUNTRY,CIV
FMLE,SEX,2015,1628 [1338-1953],COUNTRY,COL
FMLE,SEX,2015,163 [125-207],COUNTRY,BGR
FMLE,SEX,2015,1658 [1235-2144],COUNTRY,VEN
FMLE,SEX,2015,166 [131-208],COUNTRY,CZE
FMLE,SEX,2015,169 [134-209],COUNTRY,PRT
FMLE,SEX,2015,175 [147-202],COUNTRY,NAM
FMLE,SEX,2015,1772 [1448-1979],COUNTRY,JPN
FMLE,SEX,2015,1840 [1452-2228],COUNTRY,NER
FMLE,SEX,2015,185 [161-209],COUNTRY,BWA
FMLE,SEX,2015,1878 [1492-2264],COUNTRY,BFA
FMLE,SEX,2015,190 [155-225],COUNTRY,GNB
FMLE,SEX,2015,1918 [1636-2200],COUNTRY,IRQ
FMLE,SEX,2015,193 [159-235],COUNTRY,GRC
FMLE,SEX,2015,196 [136-283],COUNTRY,LBN
FMLE,SEX,2015,197 [183-210],COUNTRY,TKM
FMLE,SEX,2015,198 [125-306],COUNTRY,AZE
FMLE,SEX,2015,1987 [1771-2198],COUNTRY,TUR
FMLE,SEX,2015,199 [161-242],COUNTRY,HUN
FMLE,SEX,2015,2 [1-3],COUNTRY,TON
FMLE,SEX,2015,2 [2-4],COUNTRY,MDV
FMLE,SEX,2015,203 [163-247],COUNTRY,BEL
FMLE,SEX,2015,20872 [18265-24048],REGION,EUR
FMLE,SEX,2015,216 [169-265],COUNTRY,CUB
FMLE,SEX,2015,2180 [1779-2580],COUNTRY,MOZ
FMLE,SEX,2015,226 [168-300],COUNTRY,PRY
FMLE,SEX,2015,2270 [1879-2662],COUNTRY,YEM
FMLE,SEX,2015,2362 [1959-2764],COUNTRY,MDG
FMLE,SEX,2015,24 [15-37],COUNTRY,FJI
FMLE,SEX,2015,24 [16-33],COUNTRY,QAT
FMLE,SEX,2015,24 [16-34],COUNTRY,GUY
FMLE,SEX,2015,2477 [1949-3005],COUNTRY,AGO
FMLE,SEX,2015,249 [212-285],COUNTRY,ARE
FMLE,SEX,2015,25 [22-27],COUNTRY,SLB
FMLE,SEX,2015,253 [208-304],COUNTRY,KGZ
FMLE,SEX,2015,25400 [22261-28508],WORLDBANKINCOMEGROUP,WB_HI
FMLE,SEX,2015,255 [200-324],COUNTRY,BLR
FMLE,SEX,2015,2576 [2168-2984],COUNTRY,MMR
FMLE,SEX,2015,26 [19-33],COUNTRY,MUS
FMLE,SEX,2015,267 [188-368],COUNTRY,SLV
FMLE,SEX,2015,2691 [2397-2985],COUNTRY,DZA
FMLE,SEX,2015,27 [19-37],COUNTRY,CYP
FMLE,SEX,2015,2704 [2203-3245],COUNTRY,PHL
FMLE,SEX,2015,2717 [2134-3300],COUNTRY,UGA
FMLE,SEX,2015,28 [21-36],COUNTRY,SGP
FMLE,SEX,2015,28 [24-31],COUNTRY,CPV
FMLE,SEX,2015,284 [240-328],COUNTRY,LAO
FMLE,SEX,2015,285 [248-322],COUNTRY,PNG
FMLE,SEX,2015,29 [21-38],COUNTRY,SVN
FMLE,SEX,2015,2961 [1756-4520],COUNTRY,EGY
FMLE,SEX,2015,2990 [1765-4540],COUNTRY,ZAF
FMLE,SEX,2015,3 [2-3],COUNTRY,SYC
FMLE,SEX,2015,3060 [2596-3523],COUNTRY,SDN
FMLE,SEX,2015,308 [282-333],COUNTRY,TJK
FMLE,SEX,2015,31 [27-34],COUNTRY,BTN
FMLE,SEX,2015,312102 [262376-365829],REGION,GLOBAL
FMLE,SEX,2015,3287 [2804-3770],COUNTRY,KEN
FMLE,SEX,2015,33 [24-45],COUNTRY,MKD
FMLE,SEX,2015,333 [272-393],COUNTRY,ERI
FMLE,SEX,2015,34 [25-44],COUNTRY,EST
FMLE,SEX,2015,34006 [30248-37947],REGION,AMR
FMLE,SEX,2015,3477 [3197-3776],COUNTRY,MEX
FMLE,SEX,2015,351 [285-422],COUNTRY,AUS
FMLE,SEX,2015,35355 [29213-42109],REGION,EMR
FMLE,SEX,2015,36 [24-52],COUNTRY,TTO
FMLE,SEX,2015,36 [32-39],COUNTRY,NOR
FMLE,SEX,2015,3723 [3089-4357],COUNTRY,BGD
FMLE,SEX,2015,391 [298-501],COUNTRY,GTM
FMLE,SEX,2015,4 [3-5],COUNTRY,MLT
FMLE,SEX,2015,4051 [3676-4447],COUNTRY,IRN
FMLE,SEX,2015,426 [356-495],COUNTRY,MRT
FMLE,SEX,2015,428 [219-836],COUNTRY,LBY
FMLE,SEX,2015,44207 [37072-52661],COUNTRY,IND
FMLE,SEX,2015,45 [33-59],COUNTRY,IRL
FMLE,SEX,2015,46 [40-53],COUNTRY,TLS
FMLE,SEX,2015,463 [426-498],COUNTRY,GBR
FMLE,SEX,2015,4665 [4195-5135],COUNTRY,THA
FMLE,SEX,2015,471 [378-572],COUNTRY,ESP
FMLE,SEX,2015,488 [402-607],COUNTRY,ROU
FMLE,SEX,2015,49 [38-62],COUNTRY,DNK
FMLE,SEX,2015,491 [408-581],COUNTRY,CHL
FMLE,SEX,2015,4975 [4032-5916],COUNTRY,TZA
FMLE,SEX,2015,499 [389-608],COUNTRY,CAF
FMLE,SEX,2015,4994 [4279-5709],COUNTRY,VNM
FMLE,SEX,2015,50409 [40692-60127],WORLDBANKINCOMEGROUP,WB_LI
FMLE,SEX,2015,51 [39-65],COUNTRY,LVA
FMLE,SEX,2015,510 [410-611],COUNTRY,COG
FMLE,SEX,2015,512 [402-622],COUNTRY,LBR
FMLE,SEX,2015,512 [467-556],COUNTRY,HND
FMLE,SEX,2015,519 [351-741],COUNTRY,DOM
FMLE,SEX,2015,543 [486-600],COUNTRY,LKA
FMLE,SEX,2015,56 [48-64],COUNTRY,DJI
FMLE,SEX,2015,564 [459-669],COUNTRY,HTI
FMLE,SEX,2015,587 [474-711],COUNTRY,CAN
FMLE,SEX,2015,616 [559-672],COUNTRY,BOL
FMLE,SEX,2015,63548 [54245-73853],COUNTRY,CHN
FMLE,SEX,2015,641 [535-747],COUNTRY,JOR
FMLE,SEX,2015,65966 [55800-77449],REGION,SEAR
FMLE,SEX,2015,67 [56-78],COUNTRY,COM
FMLE,SEX,2015,6834 [6506-7479],COUNTRY,RUS
FMLE,SEX,2015,684 [580-789],COUNTRY,KHM
FMLE,SEX,2015,693 [565-821],COUNTRY,TGO
FMLE,SEX,2015,7 [5-8],COUNTRY,ISL
FMLE,SEX,2015,7 [5-9],COUNTRY,BHS
FMLE,SEX,2015,7 [5-9],COUNTRY,LCA
FMLE,SEX,2015,7 [6-8],COUNTRY,WSM
FMLE,SEX,2015,7044 [6046-8042],COUNTRY,IDN
FMLE,SEX,2015,71 [52-91],COUNTRY,CHE
FMLE,SEX,2015,72 [59-85],COUNTRY,SWZ
FMLE,SEX,2015,74 [57-93],COUNTRY,ISR
FMLE,SEX,2015,753 [672-833],COUNTRY,TUN
FMLE,SEX,2015,7629 [7081-8170],COUNTRY,BRA
FMLE,SEX,2015,7646 [6009-9283],COUNTRY,ETH
FMLE,SEX,2015,768 [622-935],COUNTRY,UZB
FMLE,SEX,2015,776 [688-850],COUNTRY,ITA
FMLE,SEX,2015,777 [626-927],COUNTRY,SLE
FMLE,SEX,2015,77777 [66172-90372],REGION,WPR
FMLE,SEX,2015,78 [61-99],COUNTRY,FIN
FMLE,SEX,2015,78127 [62678-93903],REGION,AFR
FMLE,SEX,2015,79 [62-98],COUNTRY,MDA
FMLE,SEX,2015,8 [6-12],COUNTRY,BRN
FMLE,SEX,2015,80 [60-104],COUNTRY,KWT
FMLE,SEX,2015,80 [64-98],COUNTRY,SWE
FMLE,SEX,2015,803 [630-1005],COUNTRY,ECU
FMLE,SEX,2015,807 [733-881],COUNTRY,POL
FMLE,SEX,2015,81 [59-103],COUNTRY,GNQ
FMLE,SEX,2015,84 [64-107],COUNTRY,HRV
FMLE,SEX,2015,868 [718-1036],COUNTRY,KAZ
FMLE,SEX,2015,877 [727-1027],COUNTRY,ZMB
FMLE,SEX,2015,88 [68-112],COUNTRY,LTU
FMLE,SEX,2015,892 [735-1048],COUNTRY,BEN
FMLE,SEX,2015,894 [712-1090],COUNTRY,FRA
FMLE,SEX,2015,9 [7-12],COUNTRY,LUX
FMLE,SEX,2015,9175 [7318-11031],COUNTRY,COD
FMLE,SEX,2015,92 [85-99],COUNTRY,ALB
FMLE,SEX,2015,928 [765-1106],COUNTRY,DEU
FMLE,SEX,2015,95 [69-128],COUNTRY,SVK
FMLE,SEX,2015,961 [826-1097],COUNTRY,AFG
FMLE,SEX,2015,971 [740-1202],COUNTRY,RWA
FMLE,SEX,2016,0 [0-0],COUNTRY,ATG
FMLE,SEX,2016,1 [0-1],COUNTRY,FSM
FMLE,SEX,2016,1 [0-1],COUNTRY,GRD
FMLE,SEX,2016,1 [1-1],COUNTRY,KIR
FMLE,SEX,2016,1 [1-1],COUNTRY,MDV
FMLE,SEX,2016,100 [76-129],COUNTRY,PAN
FMLE,SEX,2016,1001 [862-1141],COUNTRY,AFG
FMLE,SEX,2016,1050 [889-1213],COUNTRY,SEN
FMLE,SEX,2016,1092 [964-1220],COUNTRY,MAR
FMLE,SEX,2016,11 [10-12],COUNTRY,VUT
FMLE,SEX,2016,110 [87-137],COUNTRY,URY
FMLE,SEX,2016,1112 [866-1358],COUNTRY,SOM
FMLE,SEX,2016,1117 [897-1341],COUNTRY,BDI
FMLE,SEX,2016,113 [91-137],COUNTRY,NZL
FMLE,SEX,2016,113 [98-127],COUNTRY,OMN
FMLE,SEX,2016,115 [81-157],COUNTRY,JAM
FMLE,SEX,2016,115 [95-134],COUNTRY,GAB
FMLE,SEX,2016,1162 [952-1370],COUNTRY,SYR
FMLE,SEX,2016,116377 [98208-136916],WORLDBANKINCOMEGROUP,WB_UMI
FMLE,SEX,2016,117 [110-123],COUNTRY,MNG
FMLE,SEX,2016,1180 [1072-1286],COUNTRY,PER
FMLE,SEX,2016,12 [10-15],COUNTRY,STP
FMLE,SEX,2016,12 [9-17],COUNTRY,LCA
FMLE,SEX,2016,120 [109-131],COUNTRY,BIH
FMLE,SEX,2016,120507 [99531-143249],WORLDBANKINCOMEGROUP,WB_LMI
FMLE,SEX,2016,1215 [988-1443],COUNTRY,SSD
FMLE,SEX,2016,12175 [11238-12868],COUNTRY,USA
FMLE,SEX,2016,123 [92-160],COUNTRY,SRB
FMLE,SEX,2016,12303 [9910-14685],COUNTRY,NGA
FMLE,SEX,2016,1234 [1015-1455],COUNTRY,ZWE
FMLE,SEX,2016,1250 [1040-1461],COUNTRY,GIN
FMLE,SEX,2016,127 [99-158],COUNTRY,CRI
FMLE,SEX,2016,12960 [10906-14978],COUNTRY,PAK
FMLE,SEX,2016,13 [9-19],COUNTRY,BHR
FMLE,SEX,2016,1300 [1068-1538],COUNTRY,MWI
FMLE,SEX,2016,131 [99-169],COUNTRY,GEO
FMLE,SEX,2016,1311 [1152-1469],COUNTRY,MYS
